Zip,Total Enrollment 11,Total Enrollment 12,Total Enrollment 13,private average,zindex,avg_w,num11,num12,num13,num_avg,SCF,total students,percent public,expected api,API - expected,Population,,percent public rank,API-expected rank,,,,59.12553603,,,,,,,,,,,,,,
93561,121,126,237,161.3333333,212400,770.1666667,3150,3091,3044,3095,935,3256.333333,0.950455523,759.7614823,10.40518437,34630,,633,697,,,,,,,,,,,,,,,,,,
93601,,6,6,6,279900,814,227,243,210,226.6666667,936,232.6666667,0.974212034,771.0033373,42.9966627,1909,,765,918,,,,,,,,,,,,,,,,,,
93602,27,21,133,60.33333333,243400,875,63,57,68,62.66666667,936,123,0.509485095,764.9244083,110.0755917,3862,,50,1142,,,,,,,,,,,,,,,,,,
93609,,,,0,138100,749.6666667,1089,1062,1087,1079.333333,936,1079.333333,1,747.3871145,2.279552167,5640,,1056,641,,,,,,,,,,,,,,,,,,
93610,33,25,32,30,154700,793,2437,2382,2459,2426,936,2456,0.987785016,750.1517781,42.8482219,23833,,857,914,,,,,,,,,,,,,,,,,,
93611,135,90,107,110.6666667,259400,845.9473684,12670,12768,12807,12748.33333,936,12859,0.991393836,767.5891443,78.35822412,45614,,884,1081,,,,,,,,,,,,,,,,,,
93612,273,244,268,261.6666667,166800,847,2895,2976,3062,2977.666667,936,3239.333333,0.919222062,752.1669847,94.8330153,35351,,500,1132,,,,,,,,,,,,,,,,,,
93614,,,,0,225900,821,716,734,701,717,936,717,1,762.0098533,58.9901467,11661,,1056,998,,,,,,,,,,,,,,,,,,
93618,34,26,18,26,152500,713.9166667,4666,4722,4905,4764.333333,936,4790.333333,0.994572403,749.7853769,-35.86871023,28262,,905,336,,,,,,,,,,,,,,,,,,
93619,265,239,221,241.6666667,373500,931.5,2033,1919,1951,1967.666667,936,2209.333333,0.89061557,786.5920429,144.9079571,28965,,406,1154,,,,,,,,,,,,,,,,,,
93622,,,,0,126700,779.25,1490,1557,1608,1551.666667,936,1551.666667,1,745.4884901,33.7615099,9581,,1056,864,,,,,,,,,,,,,,,,,,
93625,,,,0,204200,790,1519,1513,1588,1540,936,1540,1,758.3958051,31.6041949,7313,,1056,848,,,,,,,,,,,,,,,,,,
93630,55,65,58,59.33333333,173300,786.6,3154,2754,2819,2909,936,2968.333333,0.98001123,753.2495337,33.3504663,19162,,800,860,,,,,,,,,,,,,,,,,,
93631,,,,0,223500,793.875,2962,2999,3044,3001.666667,936,3001.666667,1,761.6101429,32.2648571,15941,,1056,851,,,,,,,,,,,,,,,,,,
93636,24,50,21,31.66666667,266000,843.75,1318,1369,1342,1343,936,1374.666667,0.976964113,768.6883479,75.0616521,11908,,782,1067,,,,,,,,,,,,,,,,,,
93637,323,328,332,327.6666667,176400,732.9285714,7846,7924,7970,7913.333333,936,8241,0.960239453,753.7658263,-20.83725487,37743,,691,460,,,,,,,,,,,,,,,,,,
93638,99,91,104,98,138300,692.1875,6028,6152,6264,6148,936,6246,0.984309958,747.4204237,-55.2329237,49068,,828,218,,,,,,,,,,,,,,,,,,
93640,8,,,8,117200,755.25,1837,1919,1973,1909.666667,936,1917.666667,0.995828264,743.9063031,11.3436969,11880,,921,702,,,,,,,,,,,,,,,,,,
93643,6,6,,6,227800,847,118,110,181,136.3333333,936,142.3333333,0.957845433,762.3262907,84.6737093,3171,,680,1102,,,,,,,,,,,,,,,,,,
93644,11,7,16,11.33333333,211100,790.8,1108,1078,1048,1078,936,1089.333333,0.989596083,759.5449725,31.2550275,8637,,867,847,,,,,,,,,,,,,,,,,,
93646,,,,0,116000,752.2,1799,1817,1879,1831.666667,936,1831.666667,1,743.7064479,8.4935521,10557,,1056,678,,,,,,,,,,,,,,,,,,
93647,25,22,17,21.33333333,128700,711,2343,2361,2429,2377.666667,936,2399,0.991107406,745.8215821,-34.8215821,11874,,879,347,,,,,,,,,,,,,,,,,,
93648,,,,0,123000,722.3333333,2121,2114,2160,2131.666667,936,2131.666667,1,744.8722699,-22.53893657,15719,,1056,448,,,,,,,,,,,,,,,,,,
93650,,,,0,107400,875,637,631,642,636.6666667,936,636.6666667,1,742.2741523,132.7258477,4055,,1056,1152,,,,,,,,,,,,,,,,,,
93654,675,682,644,667,170100,796.7,4076,4138,4208,4140.666667,936,4807.666667,0.86126326,752.7165865,43.9834135,29776,,336,923,,,,,,,,,,,,,,,,,,
93656,,,,0,131700,789.25,1139,1139,1191,1156.333333,936,1156.333333,1,746.3212201,42.9287799,6313,,1056,916,,,,,,,,,,,,,,,,,,
93657,,,,0,173900,772.2,6366,6359,6399,6374.666667,936,6374.666667,1,753.3494613,18.8505387,34999,,1056,755,,,,,,,,,,,,,,,,,,
93660,,,,0,118100,686,551,579,581,570.3333333,936,570.3333333,1,744.0561945,-58.0561945,4675,,1056,202,,,,,,,,,,,,,,,,,,
93662,23,,,23,156300,752.7272727,4548,4554,4548,4550,936,4573,0.994970479,750.4182517,2.309021027,30237,,911,642,,,,,,,,,,,,,,,,,,
93667,,,,0,238900,825,397,376,354,375.6666667,936,375.6666667,1,764.1749513,60.8250487,2604,,1056,1011,,,,,,,,,,,,,,,,,,
93701,,,,0,94600,710.1666667,2170,2191,2077,2146,937,2146,1,740.1423635,-29.97569683,12529,,1056,390,,,,,,,,,,,,,,,,,,
93702,10,,15,12.5,88400,702.5,5802,5654,5662,5706,937,5718.5,0.997814112,739.1097783,-36.6097783,48607,,942,334,,,,,,,,,,,,,,,,,,
93703,699,655,691,681.6666667,120400,669.2,4475,4483,4401,4453,937,5134.666667,0.867242275,744.4392503,-75.2392503,31868,,349,137,,,,,,,,,,,,,,,,,,
93704,691,653,661,668.3333333,193800,773.6363636,7901,7893,7826,7873.333333,937,8541.666667,0.921756098,756.6637267,16.97263694,27156,,509,743,,,,,,,,,,,,,,,,,,
93705,195,184,183,187.3333333,133800,734.8571429,2473,2421,2408,2434,937,2621.333333,0.928535097,746.6709667,-11.81382384,36703,,545,519,,,,,,,,,,,,,,,,,,
93706,,,,0,101700,684.2916667,7385,7517,7649,7517,937,7517,1,741.3248401,-57.03317343,41087,,1056,207,,,,,,,,,,,,,,,,,,
93710,197,236,239,224,200200,789.8,2432,2212,2128,2257.333333,937,2481.333333,0.909725954,757.7296211,32.0703789,30202,,465,849,,,,,,,,,,,,,,,,,,
93711,6,,8,7,291500,817.5,1986,2056,2157,2066.333333,937,2073.333333,0.996623794,772.9352709,44.5647291,36731,,934,928,,,,,,,,,,,,,,,,,,
93720,560,547,552,553,278300,919.6,6120,6133,6084,6112.333333,937,6665.333333,0.917033407,770.7368637,148.8631363,45191,,487,1155,,,,,,,,,,,,,,,,,,
93722,,,,0,189900,782.0769231,9353,8503,8583,8813,937,8813,1,756.0141973,26.06272578,76448,,1056,808,,,,,,,,,,,,,,,,,,
93723,6,,,6,272600,791.5,1152,1146,1175,1157.666667,937,1163.666667,0.994843884,769.7875515,21.7124485,9547,,909,778,,,,,,,,,,,,,,,,,,
93725,,,,0,133900,748.4,3429,3358,3372,3386.333333,937,3386.333333,1,746.6876213,1.7123787,24979,,1056,637,,,,,,,,,,,,,,,,,,
93726,204,211,228,214.3333333,148100,717.7142857,5525,5359,5486,5456.666667,937,5671,0.962205372,749.0525745,-31.33828879,40705,,697,377,,,,,,,,,,,,,,,,,,
93727,631,590,617,612.6666667,188400,739.3571429,7405,7355,7456,7405.333333,937,8018,0.923588592,755.7643783,-16.40723544,71820,,522,488,,,,,,,,,,,,,,,,,,
93728,,,6,6,130500,691.6,1487,1547,1537,1523.666667,937,1529.666667,0.996077577,746.1213649,-54.5213649,15743,,927,219,,,,,,,,,,,,,,,,,,
93730,,,,0,377600,927,2767,3012,3174,2984.333333,937,2984.333333,1,787.2748815,139.7251185,9941,,1056,1153,,,,,,,,,,,,,,,,,,
93901,1131,1110,1121,1120.666667,398700,751.375,4455,4538,4740,4577.666667,939,5698.333333,0.803334308,790.7890021,-39.4140021,26863,,226,308,,,,,,,,,,,,,,,,,,
93905,,,,0,275300,722.3571429,8168,8498,8813,8493,939,8493,1,770.2372257,-47.88008284,61087,,1056,253,,,,,,,,,,,,,,,,,,
93906,419,406,401,408.6666667,321700,724.0555556,8641,9046,9208,8965,939,9373.666667,0.956402688,777.9649601,-53.90940454,59461,,671,225,,,,,,,,,,,,,,,,,,
93907,68,,24,46,385200,720.25,1863,1908,1927,1899.333333,939,1945.333333,0.976353667,788.5406311,-68.2906311,21726,,778,161,,,,,,,,,,,,,,,,,,
93908,,,,0,704800,893.2,1098,1100,1091,1096.333333,939,1096.333333,1,841.7687327,51.4312673,13043,,1056,960,,,,,,,,,,,,,,,,,,
93923,408,421,408,412.3333333,1187100,913,876,911,914,900.3333333,939,1312.666667,0.685881158,922.0938685,-9.0938685,12073,,120,544,,,,,,,,,,,,,,,,,,
93924,,,,0,886700,932,248,251,252,250.3333333,939,250.3333333,1,872.0634501,59.9365499,6279,,1056,1004,,,,,,,,,,,,,,,,,,
93926,,,,0,255300,645.5,1629,1643,1738,1670,939,1670,1,766.9063057,-121.4063057,8726,,1056,38,,,,,,,,,,,,,,,,,,
93927,,,12,12,198000,685.3333333,2559,2659,2824,2680.666667,939,2692.666667,0.995543451,757.3632199,-72.02988657,17547,,919,148,,,,,,,,,,,,,,,,,,
93933,12,8,9,9.666666667,415600,733.6666667,1987,1990,1877,1951.333333,939,1961,0.995070542,793.6036295,-59.93696283,22406,,913,194,,,,,,,,,,,,,,,,,,
93940,1102,1105,1144,1117,617500,806.6,2109,1938,1971,2006,939,3123,0.642331092,827.2292669,-20.6292669,31615,,94,462,,,,,,,,,,,,,,,,,,
93950,,,,0,713000,883.2,1440,1531,1630,1533.666667,939,1533.666667,1,843.1344099,40.0655901,15046,,1056,900,,,,,,,,,,,,,,,,,,
93955,274,286,256,272,375500,736.7777778,3387,3309,3313,3336.333333,939,3608.333333,0.924618938,786.9251349,-50.14735712,33359,,527,240,,,,,,,,,,,,,,,,,,
93960,22,16,23,20.33333333,252200,775.625,3369,3393,3444,3402,939,3422.333333,0.994058634,766.3900131,9.2349869,27080,,901,689,,,,,,,,,,,,,,,,,,
94002,1313,1073,1567,1317.666667,1210400,897.8333333,3285,3494,3593,3457.333333,940,4775,0.724048866,925.9743903,-28.14105697,25992,,142,402,,,,,,,,,,,,,,,,,,
94005,,,,0,675800,842.5,327,325,300,317.3333333,940,317.3333333,1,836.9388987,5.5611013,4282,,1056,655,,,,,,,,,,,,,,,,,,
94010,1464,1532,1897,1631,2053900,928.3636364,4206,4286,4432,4308,940,5939,0.725374642,1000,-71.63636364,40737,,144,149,,,,,,,,,,,,,,,,,,
94014,584,586,581,583.6666667,598200,747,2941,2993,2991,2975,940,3558.666667,0.835987261,824.0149291,-77.0149291,47014,,282,132,,,,,,,,,,,,,,,,,,
94015,472,409,438,439.6666667,701000,830.6666667,4472,4576,4576,4541.333333,940,4981,0.911731245,841.1358579,-10.46919123,60927,,470,535,,,,,,,,,,,,,,,,,,
94019,224,247,269,246.6666667,904400,825.4,2157,2133,2187,2159,940,2405.666667,0.89746432,875.0113143,-49.6113143,18424,,432,246,,,,,,,,,,,,,,,,,,
94020,,,,0,883000,779,95,75,47,72.33333333,940,72.33333333,1,871.4472299,-92.4472299,1559,,1056,89,,,,,,,,,,,,,,,,,,
94022,609,623,644,625.3333333,2764000,953.1666667,2958,3001,3152,3037,940,3662.333333,0.829252753,1000,-46.83333333,18500,,273,257,,,,,,,,,,,,,,,,,,
94024,1516,1557,1594,1555.666667,2211500,970.6,1868,1934,1972,1924.666667,940,3480.333333,0.553012164,1000,-29.4,22385,,65,394,,,,,,,,,,,,,,,,,,
94025,1618,1301,1747,1555.333333,1641100,825.7142857,4576,4651,4821,4682.666667,940,6238,0.750667949,997.7057525,-171.9914668,40526,,161,9,,,,,,,,,,,,,,,,,,
94027,1837,1873,1897,1869,4583700,877.25,1553,1595,1625,1591,940,3460,0.45982659,1000,-122.75,7089,,30,36,,,,,,,,,,,,,,,,,,
94028,584,569,602,585,2986100,939.5,555,563,527,548.3333333,940,1133.333333,0.483823529,1000,-60.5,6534,,39,192,,,,,,,,,,,,,,,,,,
94030,279,275,288,280.6666667,1189600,893,2512,2516,2503,2510.333333,940,2791,0.899438672,922.5102335,-29.5102335,21536,,438,392,,,,,,,,,,,,,,,,,,
94037,,,,0,931200,805,264,261,232,252.3333333,940,252.3333333,1,879.4747471,-74.4747471,2913,,1056,138,,,,,,,,,,,,,,,,,,
94040,1955,1946,1944,1948.333333,1508700,854.1428571,3378,3481,3532,3463.666667,940,5412,0.639997536,975.6550621,-121.512205,32996,,92,37,,,,,,,,,,,,,,,,,,
94041,182,169,157,169.3333333,1214900,846,342,340,344,342,940,511.3333333,0.668839635,926.7238473,-80.7238473,13292,,109,121,,,,,,,,,,,,,,,,,,
94043,513,431,554,499.3333333,909200,865.4,1327,1371,1332,1343.333333,940,1842.666667,0.729015919,875.8107351,-10.4107351,28358,,148,537,,,,,,,,,,,,,,,,,,
94044,505,530,523,519.3333333,714100,844.8571429,3121,3161,3163,3148.333333,940,3667.666667,0.858402254,843.3176105,1.539532357,37296,,331,632,,,,,,,,,,,,,,,,,,
94061,370,366,409,381.6666667,1051900,804.2,1693,1820,1856,1789.666667,940,2171.333333,0.824224747,899.5768493,-95.3768493,36245,,265,79,,,,,,,,,,,,,,,,,,
94062,476,291,507,424.6666667,1613400,824.2857143,4651,4741,4745,4712.333333,940,5137,0.917331776,993.0924283,-168.806714,25876,,490,12,,,,,,,,,,,,,,,,,,
94063,38,56,68,54,691300,746,1774,1775,1750,1766.333333,940,1820.333333,0.970335103,839.5203617,-93.5203617,30949,,743,85,,,,,,,,,,,,,,,,,,
94065,,,,0,1090900,853.3333333,639,636,686,653.6666667,940,653.6666667,1,906.0721433,-52.73880997,11359,,1056,229,,,,,,,,,,,,,,,,,,
94066,796,776,748,773.3333333,732000,819.1666667,3315,3301,3349,3321.666667,940,4095,0.811151811,846.2987839,-27.13211723,41130,,242,411,,,,,,,,,,,,,,,,,,
94070,421,399,382,400.6666667,1312500,915.4285714,2364,2457,2512,2444.333333,940,2845,0.859168131,942.9787369,-27.55016547,29166,,333,406,,,,,,,,,,,,,,,,,,
94080,622,609,647,626,698500,796.25,5838,5906,5912,5885.333333,940,6511.333333,0.903859937,840.7194929,-44.4694929,63975,,449,270,,,,,,,,,,,,,,,,,,
94085,1553,1592,1650,1598.333333,732900,765,1444,1403,1404,1417,940,3015.333333,0.469931461,846.4486753,-81.4486753,21247,,32,117,,,,,,,,,,,,,,,,,,
94086,653,656,513,607.3333333,987800,823,1353,1370,1362,1361.666667,940,1969,0.691552395,888.9012507,-65.9012507,45697,,126,166,,,,,,,,,,,,,,,,,,
94087,1391,1233,1434,1352.666667,1385900,903.2222222,6754,6984,7050,6929.333333,940,8282,0.836673911,955.2032133,-51.98099108,54293,,283,233,,,,,,,,,,,,,,,,,,
94089,,,,0,748000,793,302,305,307,304.6666667,940,304.6666667,1,848.9635199,-55.9635199,19245,,1056,211,,,,,,,,,,,,,,,,,,
94102,1525,1134,2820,1826.333333,783000,617,231,267,272,256.6666667,941,2083,0.123219715,854.7926299,-237.7926299,31176,,2,4,,,,,,,,,,,,,,,,,,
94103,456,91,479,342,886800,775,627,635,625,629,941,971,0.647785788,872.0801047,-97.0801047,27170,,96,74,,,,,,,,,,,,,,,,,,
94107,264,274,283,273.6666667,1007000,638.5,677,673,677,675.6666667,941,949.3333333,0.711727528,892.0989339,-253.5989339,26599,,138,2,,,,,,,,,,,,,,,,,,
94108,284,374,642,433.3333333,845500,838,426,420,419,421.6666667,941,855,0.493177388,865.2017549,-27.2017549,13768,,43,410,,,,,,,,,,,,,,,,,,
94109,1661,1669,430,1253.333333,933300,816.3333333,2011,1959,1824,1931.333333,941,3184.666667,0.606447561,879.8244937,-63.49116037,55984,,79,178,,,,,,,,,,,,,,,,,,
94110,1858,1860,1847,1855,1110000,666.3333333,1755,2045,2042,1947.333333,941,3802.333333,0.512141667,909.2531719,-242.9198386,69333,,53,3,,,,,,,,,,,,,,,,,,
94112,2163,1623,1975,1920.333333,736900,742.1666667,3921,3964,3895,3926.666667,941,5847,0.671569466,847.1148593,-104.9481926,79407,,114,60,,,,,,,,,,,,,,,,,,
94114,396,477,545,472.6666667,1504000,768.875,2565,2662,2735,2654,941,3126.666667,0.848827292,974.8722959,-205.9972959,31124,,303,5,,,,,,,,,,,,,,,,,,
94115,2757,2620,2980,2785.666667,1285300,791.8333333,1657,1681,1745,1694.333333,941,4480,0.378199405,938.4486857,-146.6153524,33021,,16,18,,,,,,,,,,,,,,,,,,
94116,2678,2639,2657,2658,930600,876.1666667,3661,3618,3696,3658.333333,941,6316.333333,0.579186237,879.3748195,-3.208152833,43698,,73,589,,,,,,,,,,,,,,,,,,
94117,352,382,385,373,1312000,771,590,666,736,664,941,1037,0.640308582,942.8954639,-171.8954639,39169,,93,10,,,,,,,,,,,,,,,,,,
94118,979,732,1109,940,1618400,873.5,1160,1157,1173,1163.333333,941,2103.333333,0.553090333,993.9251583,-120.4251583,38319,,66,40,,,,,,,,,,,,,,,,,,
94121,518,933,1000,817,1198300,872.6,3672,3465,3566,3567.666667,941,4384.666667,0.813668846,923.9591837,-51.3591837,41203,,247,234,,,,,,,,,,,,,,,,,,
94122,851,845,1841,1179,980300,826.5714286,2736,2867,2866,2823,941,4002,0.705397301,887.6521557,-61.08072713,56023,,136,190,,,,,,,,,,,,,,,,,,
94123,262,277,284,274.3333333,2103500,879,1551,1563,1512,1542,941,1816.333333,0.848963112,1000,-121,23088,,304,39,,,,,,,,,,,,,,,,,,
94124,176,81,49,102,610100,698,1295,1199,1139,1211,941,1313,0.922315308,825.9968265,-127.9968265,33996,,512,29,,,,,,,,,,,,,,,,,,
94127,327,336,397,353.3333333,1259100,785.4,1860,1862,1924,1882,941,2235.333333,0.841932598,934.0851805,-148.6851805,19289,,287,16,,,,,,,,,,,,,,,,,,
94131,527,517,484,509.3333333,1235800,760.1428571,1914,1950,1990,1951.333333,941,2460.666667,0.793010024,930.2046587,-170.0618016,26881,,210,11,,,,,,,,,,,,,,,,,,
94132,2270,1645,2195,2036.666667,854100,894.5,2056,2121,2188,2121.666667,941,4158.333333,0.510220441,866.6340505,27.8659495,28129,,51,819,,,,,,,,,,,,,,,,,,
94133,325,234,250,269.6666667,1173000,854.8,1148,1179,1157,1161.333333,941,1431,0.811553692,919.7455699,-64.9455699,26237,,243,170,,,,,,,,,,,,,,,,,,
94134,1270,1228,1302,1266.666667,677100,735.4285714,2338,2567,2646,2517,941,3783.666667,0.665227733,837.1554085,-101.7268371,40798,,107,63,,,,,,,,,,,,,,,,,,
94301,273,700,681,551.3333333,2720900,927,1980,1999,2109,2029.333333,943,2580.666667,0.786360114,1000,-73,16995,,202,145,,,,,,,,,,,,,,,,,,
94303,1609,1075,1725,1469.666667,1384300,812.2727273,3911,4170,4004,4028.333333,943,5498,0.732690675,954.9367397,-142.6640124,45467,,149,22,,,,,,,,,,,,,,,,,,
94305,250,407,523,393.3333333,2307200,941.5,634,653,668,651.6666667,943,1045,0.623604466,1000,-58.5,13862,,86,200,,,,,,,,,,,,,,,,,,
94306,699,1145,1200,1014.666667,1905500,940.25,4219,4266,4388,4291,943,5305.666667,0.808757932,1000,-59.75,26469,,237,195,,,,,,,,,,,,,,,,,,
94401,321,321,502,381.3333333,703600,812.75,1704,1808,1837,1783,944,2164.333333,0.823810257,841.5688775,-28.8188775,34429,,264,396,,,,,,,,,,,,,,,,,,
94402,626,643,662,643.6666667,1392400,780.75,3576,3527,3582,3561.666667,944,4205.333333,0.846940393,956.2857623,-175.5357623,23981,,299,7,,,,,,,,,,,,,,,,,,
94403,1679,1617,1600,1632,960600,807.5,3360,3420,3483,3421,944,5053,0.67702355,884.3711995,-76.8711995,39642,,117,133,,,,,,,,,,,,,,,,,,
94404,544,416,414,458,1046800,924.5,2227,2251,2327,2268.333333,944,2726.333333,0.832008803,898.7274647,25.7725353,33749,,276,805,,,,,,,,,,,,,,,,,,
94501,1120,1144,1131,1131.666667,727800,833.4375,6522,6621,6636,6593,945,7724.666667,0.853499612,845.5992907,-12.1617907,60212,,316,514,,,,,,,,,,,,,,,,,,
94502,245,425,452,374,733400,947,709,689,746,714.6666667,945,1088.666667,0.656460502,846.5319483,100.4680517,13600,,99,1137,,,,,,,,,,,,,,,,,,
94503,97,62,,79.5,419400,802,1818,2196,2407,2140.333333,945,2219.833333,0.9641865,794.2365043,7.7634957,19681,,704,674,,,,,,,,,,,,,,,,,,
94505,97,,,97,519100,865.5,717,693,687,699,945,796,0.878140704,810.8411405,54.6588595,13403,,372,972,,,,,,,,,,,,,,,,,,
94506,463,470,467,466.6666667,1147500,945.5,2076,2126,2122,2108,945,2574.666667,0.818746763,915.4986469,30.0013531,22452,,254,836,,,,,,,,,,,,,,,,,,
94507,,,,0,1463200,887.25,1287,1257,1229,1257.666667,945,1257.666667,1,968.0772191,-80.8272191,14889,,1056,120,,,,,,,,,,,,,,,,,,
94509,2164,2426,1222,1937.333333,273500,720,6241,6130,6269,6213.333333,945,8150.666667,0.762309832,769.9374429,-49.9374429,62439,,173,242,,,,,,,,,,,,,,,,,,
94510,322,324,320,322,510400,838.5714286,3710,3671,3635,3672,945,3994,0.919379069,809.3921903,29.17923827,27088,,502,831,,,,,,,,,,,,,,,,,,
94513,255,245,248,249.3333333,452000,798.9375,9728,9840,10000,9856,945,10105.33333,0.97532656,799.6659039,-0.7284039,54605,,769,615,,,,,,,,,,,,,,,,,,
94515,,,,0,569800,784.5,570,577,591,579.3333333,945,579.3333333,1,819.2850227,-34.7850227,7050,,1056,348,,,,,,,,,,,,,,,,,,
94517,51,11,10,24,678500,902,1176,1229,1175,1193.333333,945,1217.333333,0.980284775,837.3885729,64.6114271,12385,,801,1022,,,,,,,,,,,,,,,,,,
94518,2389,2301,2356,2348.666667,521800,740.4,2368,2465,2425,2419.333333,945,4768,0.507410515,811.2908147,-70.8908147,26778,,48,151,,,,,,,,,,,,,,,,,,
94519,438,389,419,415.3333333,414900,635,785,814,815,804.6666667,945,1220,0.659562842,793.4870473,-158.4870473,18453,,102,15,,,,,,,,,,,,,,,,,,
94520,399,496,489,461.3333333,339000,695.4,2371,2379,2299,2349.666667,945,2811,0.835882841,780.8462059,-85.4462059,37208,,280,105,,,,,,,,,,,,,,,,,,
94521,827,824,841,830.6666667,499800,764.6,5575,5604,5596,5591.666667,945,6422.333333,0.870659677,807.6268027,-43.0268027,41249,,357,281,,,,,,,,,,,,,,,,,,
94523,633,572,535,580,596100,838.9,5110,5160,5103,5124.333333,945,5704.333333,0.898322912,823.6651825,15.2348175,33569,,435,732,,,,,,,,,,,,,,,,,,
94525,,,,0,377200,760,681,653,665,666.3333333,945,666.3333333,1,787.2082631,-27.2082631,3127,,1056,409,,,,,,,,,,,,,,,,,,
94526,1042,1019,1047,1036,990400,881.8,6746,6798,6865,6803,945,7839,0.867840286,889.3342703,-7.5342703,31102,,351,561,,,,,,,,,,,,,,,,,,
94530,1427,497,1191,1038.333333,675600,787.8,2198,2297,2390,2295,945,3333.333333,0.6885,836.9055895,-49.1055895,23877,,124,248,,,,,,,,,,,,,,,,,,
94531,111,,106,108.5,360800,766.3,6462,6360,6174,6332,945,6440.5,0.983153482,784.4769087,-18.1769087,40290,,820,481,,,,,,,,,,,,,,,,,,
94533,608,599,559,588.6666667,262000,727.7647059,8686,8780,9418,8961.333333,945,9550,0.938359511,768.0221639,-40.25745802,69277,,586,301,,,,,,,,,,,,,,,,,,
94534,46,,,46,426900,865.8888889,5788,5853,5799,5813.333333,945,5859.333333,0.992149278,795.4855993,70.40328959,36416,,888,1048,,,,,,,,,,,,,,,,,,
94536,1597,1393,1631,1540.333333,693800,839.2,8205,8344,8447,8332,945,9872.333333,0.843974744,839.9367267,-0.7367267,68790,,293,614,,,,,,,,,,,,,,,,,,
94538,576,635,705,638.6666667,644400,798.125,7225,7222,7484,7310.333333,945,7949,0.919654464,831.7093543,-33.5843543,61148,,504,357,,,,,,,,,,,,,,,,,,
94539,738,516,573,609,1192900,975.2222222,6471,6525,6595,6530.333333,945,7139.333333,0.914697918,923.0598353,52.16238692,50031,,479,964,,,,,,,,,,,,,,,,,,
94541,534,582,516,544,436400,690.8333333,4429,4457,4576,4487.333333,945,5031.333333,0.891877567,797.0677863,-106.234453,61635,,413,59,,,,,,,,,,,,,,,,,,
94542,9,,50,29.5,669000,805,462,464,475,467,945,496.5,0.940584089,835.8063859,-30.8063859,12717,,595,382,,,,,,,,,,,,,,,,,,
94544,1498,1498,1476,1490.666667,443000,670.5833333,4147,4119,4130,4132,945,5622.666667,0.734882618,798.1669899,-127.5836566,73026,,151,30,,,,,,,,,,,,,,,,,,
94545,81,77,56,71.33333333,455700,774,4808,4739,4833,4793.333333,945,4864.666667,0.98533644,800.2821241,-26.2821241,29707,,838,421,,,,,,,,,,,,,,,,,,
94546,470,524,518,504,581500,833.1818182,5144,5167,5272,5194.333333,945,5698.333333,0.911553086,821.2336109,11.94820728,42209,,469,706,,,,,,,,,,,,,,,,,,
94547,,,,0,457800,790.2,2264,2284,2204,2250.666667,945,2250.666667,1,800.6318707,-10.4318707,24092,,1056,536,,,,,,,,,,,,,,,,,,
94549,922,983,999,968,1226400,930.3333333,3519,3584,3570,3557.666667,945,4525.666667,0.786108861,928.6391263,1.694207033,26864,,201,635,,,,,,,,,,,,,,,,,,
94550,494,469,409,457.3333333,672600,838.6666667,6251,6151,5967,6123,945,6580.333333,0.930499975,836.4059515,2.260715167,46896,,553,640,,,,,,,,,,,,,,,,,,
94551,358,365,372,365,563900,837.5,2629,2662,2681,2657.333333,945,3022.333333,0.879232381,818.3024013,19.1975987,36867,,376,759,,,,,,,,,,,,,,,,,,
94552,,,,0,823300,942.25,2057,2107,2089,2084.333333,945,2084.333333,1,861.5044337,80.7455663,14454,,1056,1088,,,,,,,,,,,,,,,,,,
94553,190,175,178,181,460300,762.2222222,3214,3195,3159,3189.333333,945,3370.333333,0.946296113,801.0482357,-38.82601348,47065,,615,317,,,,,,,,,,,,,,,,,,
94555,110,126,122,119.3333333,722200,944.6666667,1790,1885,1958,1877.666667,945,1997,0.940243699,844.6666331,100.0000336,34143,,594,1135,,,,,,,,,,,,,,,,,,
94556,215,123,210,182.6666667,1108400,953.8,2354,2305,2333,2330.666667,945,2513.333333,0.927320955,908.9866983,44.8133017,15229,,541,931,,,,,,,,,,,,,,,,,,
94558,1509,1566,1496,1523.666667,494300,776.2857143,9260,8882,8899,9013.666667,945,10537.33333,0.855403012,806.7107997,-30.42508541,66830,,322,384,,,,,,,,,,,,,,,,,,
94559,810,803,851,821.3333333,469800,712.8,1243,1253,1271,1255.666667,945,2077,0.604557856,802.6304227,-89.8304227,27184,,78,94,,,,,,,,,,,,,,,,,,
94560,1156,1155,1194,1168.333333,581900,765,5755,5758,5580,5697.666667,945,6866,0.829837848,821.3002293,-56.3002293,42573,,274,209,,,,,,,,,,,,,,,,,,
94561,212,39,44,98.33333333,337400,803.5555556,5624,5744,5876,5748,945,5846.333333,0.983180341,780.5797323,22.97582326,36515,,821,792,,,,,,,,,,,,,,,,,,
94563,95,116,90,100.3333333,1274300,958.8333333,2831,2760,2771,2787.333333,945,2887.666667,0.965254531,936.6166797,22.21665363,17672,,709,784,,,,,,,,,,,,,,,,,,
94564,299,298,294,297,405100,747.5,2921,2766,2702,2796.333333,945,3093.333333,0.903987069,791.8548965,-44.3548965,18287,,450,273,,,,,,,,,,,,,,,,,,
94565,507,363,332,400.6666667,293900,739.2352941,8922,9226,8709,8952.333333,945,9353,0.957161695,773.3349813,-34.09968718,84641,,674,354,,,,,,,,,,,,,,,,,,
